Taxon,Laengengrad,Breitengrad,Zeitpunkt,Aufenthaltsw,Datenbank
Magallana gigas,10.6851479951,55.0417125935,2022-02-27,1,iNat
Magallana gigas,10.16853,54.4345116667,2022-02-19,1,iNat
Magallana gigas,7.143055,53.7078132,2018-03-19,1,iNat
Magallana gigas,8.1357538418,53.5115613907,2022-01-29,1,iNat
Magallana gigas,9.60981,57.02478,2022-01-21,1,iNat
Magallana gigas,8.343985,54.700425,2022-01-05,1,iNat
Magallana gigas,6.2960887,53.50479,2018-10-22,1,iNat
Magallana gigas,8.4625930556,54.74953,2021-12-31,1,iNat
Magallana gigas,10.6463284345,56.1873968055,2022-01-01,1,iNat
Magallana gigas,8.8049706817,54.0238971691,2021-09-12,1,iNat
Magallana gigas,8.8051503897,54.023906623,2021-09-12,1,iNat
Magallana gigas,13.7590752275,45.6458971379,2021-11-20,1,iNat
Magallana gigas,13.7602467271,45.6471082544,2021-11-20,1,iNat
Magallana gigas,7.9036584725,54.1848077458,2021-11-14,1,iNat
Magallana gigas,8.3623290596,55.4245607531,2021-11-14,1,iNat
Magallana gigas,8.9047424784,56.7103513254,2021-11-08,1,iNat
Magallana gigas,9.19505,56.72322,2021-09-28,1,iNat
Magallana gigas,11.9161906466,57.6225624803,2021-10-30,1,iNat
Magallana gigas,13.5679096223,45.5190066845,2021-10-20,1,iNat
Magallana gigas,13.6052578,45.1499462,2021-06-28,1,iNat
Magallana gigas,8.476275,55.1608471667,2021-10-15,1,iNat
Magallana gigas,9.8985648528,55.2500957056,2021-10-15,1,iNat
Magallana gigas,8.673461,53.8851758,2021-10-06,1,iNat
Magallana gigas,8.6734616,53.8851661,2021-10-06,1,iNat
Magallana gigas,8.6734559,53.8851764,2021-10-06,1,iNat
Magallana gigas,12.4160366667,45.496795,2021-10-04,1,iNat
Magallana gigas,12.3589533333,45.426895,2021-10-04,1,iNat
Magallana gigas,12.3589355419,45.4268606533,2021-10-04,1,iNat
Magallana gigas,12.618000044,56.0378764902,2021-08-26,1,iNat
Magallana gigas,8.408815,55.4872583333,2021-09-22,1,iNat
Magallana gigas,8.2394017652,53.5815282407,2021-09-08,1,iNat
Magallana gigas,10.4718225,56.2030874,2021-09-14,1,iNat
Magallana gigas,8.8539531,56.74327719,2021-09-05,1,iNat
Magallana gigas,12.7978096008,45.5631484985,2021-09-04,1,iNat
Magallana gigas,13.099992983,45.6468376369,2021-08-19,1,iNat
Magallana gigas,13.1516831741,45.6996945102,2021-08-23,1,iNat
Magallana gigas,13.1443198398,45.6873506371,2021-08-23,1,iNat
Magallana gigas,6.17310798,53.46173301,2021-08-28,1,iNat
Magallana gigas,6.18050739,53.4605956,2021-08-28,1,iNat
Magallana gigas,8.441599,53.96202,2016-08-24,1,iNat
Magallana gigas,6.4112093,53.4469278997,2021-07-10,1,iNat
Magallana gigas,6.4202706,53.4401824997,2021-07-10,1,iNat
Magallana gigas,6.4185188,53.4402037997,2021-07-10,1,iNat
Magallana gigas,6.4166413,53.3972892997,2021-07-10,1,iNat
Magallana gigas,7.378692627,53.7325076081,2019-11-16,1,iNat
Magallana gigas,7.1430548653,53.7077235609,2019-04-02,1,iNat
Magallana gigas,12.3703069095,45.4051615233,2021-08-20,1,iNat
Magallana gigas,11.9170675278,57.4824180603,2021-08-20,1,iNat
Magallana gigas,11.8194349855,55.678428174,2021-08-13,1,iNat
Magallana gigas,8.2910010964,54.8691969725,2021-08-10,1,iNat
Magallana gigas,9.8430125412,54.4618685601,2021-07-29,1,iNat
Magallana gigas,8.6688899994,55.2958755493,2021-08-06,1,iNat
Magallana gigas,10.4803367704,56.2831288436,2021-08-05,1,iNat
Magallana gigas,12.4616074562,45.4583567643,2021-08-05,1,iNat
Magallana gigas,12.126902,57.341142,2021-08-05,1,iNat
Magallana gigas,10.6043263877,56.2286735945,2021-08-04,1,iNat
Magallana gigas,12.4616074562,45.4583567643,2021-08-04,1,iNat
Magallana gigas,8.241991373,56.701105083,2021-08-04,1,iNat
Magallana gigas,8.3268196508,53.6072725933,2021-08-03,1,iNat
Magallana gigas,12.6457387581,45.5064972827,2021-08-03,1,iNat
Magallana gigas,12.136382,57.337736,2021-08-02,1,iNat
Magallana gigas,12.136382,57.337736,2021-08-02,1,iNat
Magallana gigas,12.2113659991,56.0264941305,2021-07-15,1,iNat
Magallana gigas,8.6525116771,55.2954652311,2021-07-10,1,iNat
Magallana gigas,6.159391,53.46781,2021-07-19,1,iNat
Magallana gigas,9.0258054657,56.8146425654,2021-07-24,1,iNat
Magallana gigas,8.5202493668,55.1549301147,2021-07-24,1,iNat
Magallana gigas,6.1637055556,53.4723,2021-07-21,1,iNat
Magallana gigas,8.6095138889,53.8857555556,2021-07-18,1,iNat
Magallana gigas,8.6268055556,53.8882222222,2021-07-18,1,iNat
Magallana gigas,9.1726254,56.8920636,2021-07-20,1,iNat
Magallana gigas,8.6359666667,53.8878777778,2021-07-18,1,iNat
Magallana gigas,8.6417277778,53.8881555556,2021-07-18,1,iNat
Magallana gigas,12.131625,57.340588334,2021-07-16,1,iNat
Magallana gigas,10.2318478748,56.4918513575,2021-07-16,1,iNat
Magallana gigas,8.3515896695,55.432857262,2021-07-13,1,iNat
Magallana gigas,11.921995163,57.6178665161,2021-07-14,1,iNat
Magallana gigas,8.779990488,56.7338026077,2021-07-12,1,iNat
Magallana gigas,10.6534321998,56.225613747,2021-07-11,1,iNat
Magallana gigas,8.525334584,55.2720085948,2021-07-09,1,iNat
Magallana gigas,11.8126902357,55.6730497107,2021-02-02,1,iNat
Magallana gigas,12.5260207057,45.4622158029,2021-07-04,1,iNat
Magallana gigas,12.549780719,45.4701802021,2021-07-01,1,iNat
Magallana gigas,12.5483789295,45.469770382,2021-07-01,1,iNat
Magallana gigas,8.463786125,55.3481369017,2021-06-30,1,iNat
Magallana gigas,6.8743675947,53.6697049279,2021-06-25,1,iNat
Magallana gigas,10.669195,56.2189216667,2021-06-06,1,iNat
Magallana gigas,12.03795,57.41682,2021-06-01,1,iNat
Magallana gigas,10.4315279019,56.2046401224,2021-06-05,1,iNat
Magallana gigas,9.205520538,56.8680023645,2021-06-02,1,iNat
Magallana gigas,9.2052658445,56.8678336478,2021-06-02,1,iNat
Magallana gigas,10.6218370567,57.4849804314,2021-05-29,1,iNat
Magallana gigas,7.8072928637,53.7033609748,2021-05-28,1,iNat
Magallana gigas,8.2580556,55.5052778,2021-05-20,1,iNat
Magallana gigas,10.677225,56.2067116667,2021-05-24,1,iNat
Magallana gigas,10.0274158609,55.8226858027,2021-05-02,1,iNat
Magallana gigas,9.1020583333,56.6566466667,2021-05-19,1,iNat
Magallana gigas,11.681658256,55.716832443,2021-05-18,1,iNat
Magallana gigas,8.44033,55.344088,2021-05-10,1,iNat
Magallana gigas,12.1069383621,57.2501029968,2021-05-13,1,iNat
Magallana gigas,6.4238498,53.3979175997,2021-04-24,1,iNat
Magallana gigas,7.9019842297,53.7897513737,2021-04-20,1,iNat
Magallana gigas,8.5648166667,55.094375,2021-04-02,1,iNat
Magallana gigas,8.64317,55.03595,2021-04-03,1,iNat
Magallana gigas,8.6033050743,54.3516905704,2021-04-03,1,iNat
Magallana gigas,8.6238727007,54.2901834688,2021-04-09,1,iNat
Magallana gigas,8.8569781,54.127574,2021-04-09,1,iNat
Magallana gigas,12.3401261866,45.4371278011,2015-07-26,1,iNat
Magallana gigas,11.8394966667,55.7022366667,2021-04-03,1,iNat
Magallana gigas,12.5656728745,55.6554260254,2021-04-01,1,iNat
Magallana gigas,10.7797603607,56.5376930237,2021-03-31,1,iNat
Magallana gigas,8.2883528341,56.5738282493,2021-03-31,1,iNat
Magallana gigas,8.6649699342,55.3535107048,2017-08-22,1,iNat
Magallana gigas,12.52313,55.9399688,2021-03-21,1,iNat
Magallana gigas,12.0440216064,57.7250137328,2020-12-17,1,iNat
Magallana gigas,12.305644,45.282571,2021-03-07,1,iNat
Magallana gigas,12.29776,45.246264,2021-03-07,1,iNat
Magallana gigas,8.0495537145,53.5949308985,2021-03-07,1,iNat
Magallana gigas,5.2132040167,53.3561131222,2021-01-26,1,iNat
Magallana gigas,5.2132040167,53.3561131222,2021-01-26,1,iNat
Magallana gigas,5.213204,53.3561131,2021-01-26,1,iNat
Magallana gigas,10.556177,55.484785,2021-02-23,1,iNat
Magallana gigas,12.1712352746,45.395869244,2021-02-21,1,iNat
Magallana gigas,13.6357382481,45.0814475671,2021-02-23,1,iNat
Magallana gigas,12.5752148606,55.8271246436,2021-02-23,1,iNat
Magallana gigas,9.009948175,56.7964968849,2021-02-20,1,iNat
Magallana gigas,9.2100598097,56.8467574815,2021-02-12,1,iNat
Magallana gigas,9.2100598097,56.8467574815,2021-02-12,1,iNat
Magallana gigas,11.9033916667,55.917155,2021-01-24,1,iNat
Magallana gigas,10.5306612397,56.5125736996,2021-01-24,1,iNat
Magallana gigas,8.6823826134,53.8919963835,2021-01-20,1,iNat
Magallana gigas,10.4798366667,56.210205,2021-01-07,1,iNat
Magallana gigas,11.0302912071,57.3181530477,2020-12-29,1,iNat
Magallana gigas,12.3938619353,56.914061119,2020-07-25,1,iNat
Magallana gigas,10.5181385925,57.2046184073,2020-12-20,1,iNat
Magallana gigas,10.5386623275,56.5130021191,2020-11-21,1,iNat
Magallana gigas,12.3562960063,45.3773123064,2020-11-15,1,iNat
Magallana gigas,10.6726908032,56.5295120376,2020-11-08,1,iNat
Magallana gigas,8.5825192695,55.1525103994,2020-10-26,1,iNat
Magallana gigas,6.4056366997,53.4376563,2020-09-13,1,iNat
Magallana gigas,6.4164719,53.4244375,2020-09-13,1,iNat
Magallana gigas,11.8773968485,57.6301494404,2020-06-25,1,iNat
Magallana gigas,8.0318680348,53.7016991574,2020-10-12,1,iNat
Magallana gigas,8.55562167,55.1119195,2020-09-30,1,iNat
Magallana gigas,8.528495,55.0667695,2020-09-29,1,iNat
Magallana gigas,8.53120333,55.067375,2020-09-29,1,iNat
Magallana gigas,8.45985,55.0451,2020-09-28,1,iNat
Magallana gigas,8.457625,55.0447195,2020-09-28,1,iNat
Magallana gigas,8.8254540909,54.5021440198,2020-09-26,1,iNat
Magallana gigas,8.1176136963,55.9990130591,2020-09-19,1,iNat
Magallana gigas,10.25636333,56.02422217,2020-09-17,1,iNat
Magallana gigas,8.9210915565,56.9743090868,2020-09-16,1,iNat
Magallana gigas,11.0701131384,57.317498699,2020-09-16,1,iNat
Magallana gigas,8.41139672,55.4869076,2020-09-13,1,iNat
Magallana gigas,7.1866216667,53.72187,2020-09-11,1,iNat
Magallana gigas,9.0078513698,54.4812110061,2017-08-24,1,iNat
Magallana gigas,8.486867,55.147554,2020-09-06,1,iNat
Magallana gigas,8.0248066632,53.7079806626,2020-09-02,1,iNat
Magallana gigas,12.32908,45.34587833,2020-08-23,1,iNat
Magallana gigas,8.298134096,53.4432690095,2020-08-13,1,iNat
Magallana gigas,8.8715568189,54.528138432,2020-08-21,1,iNat
Magallana gigas,8.296799697,53.4423118527,2020-08-13,1,iNat
Magallana gigas,10.182370171,55.5893330696,2020-08-09,1,iNat
Magallana gigas,13.6126781557,45.5391351243,2020-08-02,1,iNat
Magallana gigas,10.54348333,56.51317167,2020-08-07,1,iNat
Magallana gigas,11.12341117,57.31524667,2020-08-05,1,iNat
Magallana gigas,8.6555719748,53.8900933352,2020-08-03,1,iNat
Magallana gigas,11.8374181911,55.6960237166,2020-07-31,1,iNat
Magallana gigas,8.5577660523,53.8994280928,2020-07-23,1,iNat
Magallana gigas,10.5422752313,56.5132127204,2020-07-24,1,iNat
Magallana gigas,11.5417707253,57.959933098,2020-07-14,1,iNat
Magallana gigas,8.7428148463,56.5685354258,2020-07-19,1,iNat
Magallana gigas,7.7944521924,53.7101922298,2020-07-15,1,iNat
Magallana gigas,7.7942954081,53.7100913234,2020-07-15,1,iNat
Magallana gigas,8.3811549191,55.4076561984,2020-07-14,1,iNat
Magallana gigas,8.9692986652,56.8381172012,2020-07-10,1,iNat
Magallana gigas,9.8495241866,55.5311781068,2020-06-23,1,iNat
Magallana gigas,10.4963430216,56.2769386625,2020-06-22,1,iNat
Magallana gigas,10.456081219,56.198511224,2020-05-30,1,iNat
Magallana gigas,9.5792447652,55.7041610019,2020-05-29,1,iNat
Magallana gigas,10.676529687,56.2091063104,2020-05-22,1,iNat
Magallana gigas,10.30561204,56.98504885,2020-05-22,1,iNat
Magallana gigas,10.3933333333,56.2930555556,2020-05-16,1,iNat
Magallana gigas,12.6131039813,55.7217117076,2020-04-26,1,iNat
Magallana gigas,8.7281465158,56.8188911321,2020-04-19,1,iNat
Magallana gigas,10.70073333,56.532325,2020-03-08,1,iNat
Magallana gigas,10.4799569026,56.2083938256,2020-04-04,1,iNat
Magallana gigas,8.6543811893,55.2962301443,2020-04-02,1,iNat
Magallana gigas,8.7949694,54.2911793,2015-07-28,1,iNat
Magallana gigas,8.7735432946,56.6570590505,2020-03-21,1,iNat
Magallana gigas,8.3709049167,54.9868201944,2020-03-13,1,iNat
Magallana gigas,8.3703880278,54.9886779722,2020-03-13,1,iNat
Magallana gigas,8.4272755,55.4789227,2020-03-13,1,iNat
Magallana gigas,8.5844851816,54.3196585006,2020-02-13,1,iNat
Magallana gigas,10.67707,56.2046883333,2020-02-08,1,iNat
Magallana gigas,8.72398,56.57487167,2020-01-25,1,iNat
Magallana gigas,8.5283336639,55.1530570984,2020-01-17,1,iNat
Magallana gigas,7.8903171734,54.1787192639,2007-03-26,1,iNat
Magallana gigas,8.4049753588,54.9608134109,2008-02-14,1,iNat
Magallana gigas,10.7914033333,56.53777,2019-12-19,1,iNat
Magallana gigas,13.3875424423,49.7388535539,2019-11-19,1,iNat
Magallana gigas,12.3296021531,45.1185618791,2013-07-21,1,iNat
Magallana gigas,12.3296021531,45.1185618791,2013-07-21,1,iNat
Magallana gigas,10.5654353997,55.4649020309,2019-11-03,1,iNat
Magallana gigas,8.42649667,55.01195278,2019-10-07,1,iNat
Magallana gigas,8.55551333,55.111225,2019-10-06,1,iNat
Magallana gigas,8.3594840423,54.7108697824,2019-09-28,1,iNat
Magallana gigas,8.6450346068,54.6391047699,2019-09-19,1,iNat
Magallana gigas,9.1615826,56.8916555,2019-09-18,1,iNat
Magallana gigas,9.5352931905,55.4869332852,2019-09-15,1,iNat
Magallana gigas,7.3713889122,53.7302780151,2019-09-07,1,iNat
Magallana gigas,13.5199160875,45.4339197767,2019-08-08,1,iNat
Magallana gigas,13.1384062387,45.6839672121,2019-08-22,1,iNat
Magallana gigas,8.3676599711,54.8641541608,2019-08-07,1,iNat
Magallana gigas,6.2148033333,53.4092966667,2019-08-06,1,iNat
Magallana gigas,8.98244015,56.81141003,2019-08-04,1,iNat
Magallana gigas,8.9824649412,56.8112817826,2019-08-04,1,iNat
Magallana gigas,13.7385174404,45.5745816631,2019-07-31,1,iNat
Magallana gigas,6.4164743422,53.4244308469,2019-07-05,1,iNat
Magallana gigas,11.626709938,57.8473968506,2019-07-24,1,iNat
Magallana gigas,8.295525061,56.5580765997,2019-07-09,1,iNat
Magallana gigas,8.6474497662,55.2928336215,2019-06-28,1,iNat
Magallana gigas,7.6656380193,53.7604492992,2019-05-28,1,iNat
Magallana gigas,7.6656260062,53.7603832338,2019-05-28,1,iNat
Magallana gigas,10.2841828094,56.9610666355,2019-06-28,1,iNat
Magallana gigas,10.3498048889,56.2640225278,2019-05-30,1,iNat
Magallana gigas,10.21378226,56.12917538,2019-05-26,1,iNat
Magallana gigas,6.4206417221,53.4227546412,2019-04-22,1,iNat
Magallana gigas,6.4206417221,53.4227546412,2019-04-22,1,iNat
Magallana gigas,6.197500229,53.41027832,2017-07-06,1,iNat
Magallana gigas,6.19966529,53.40886653,2017-05-09,1,iNat
Magallana gigas,8.3542764187,55.5218895138,2018-07-22,1,iNat
Magallana gigas,7.2277278453,53.7238906757,2019-01-26,1,iNat
Magallana gigas,8.42583,55.0116972167,2018-12-28,1,iNat
Magallana gigas,8.5551416667,55.1087945,2018-12-25,1,iNat
Magallana gigas,8.5552833333,55.1092388333,2018-12-25,1,iNat
Magallana gigas,8.5554333333,55.1094861667,2018-12-25,1,iNat
Magallana gigas,8.556055,55.1117361667,2018-12-25,1,iNat
Magallana gigas,8.55558,55.111875,2018-12-25,1,iNat
Magallana gigas,8.5652116667,55.0891583333,2018-12-24,1,iNat
Magallana gigas,6.5782370299,53.4393796964,2018-11-01,1,iNat
Magallana gigas,8.6510230387,53.8887560535,2018-10-06,1,iNat
Magallana gigas,12.3306636808,45.08164978,2018-09-30,1,iNat
Magallana gigas,12.3328580833,45.0912017778,2018-09-30,1,iNat
Magallana gigas,6.16671242,53.46794843,2014-05-25,1,iNat
Magallana gigas,6.16671242,53.46794843,2014-05-25,1,iNat
Magallana gigas,6.8233,53.4608,2017-10-01,1,iNat
Magallana gigas,6.8321,53.4565,2017-10-01,1,iNat
Magallana gigas,8.8605816667,54.1269033333,2018-07-21,1,iNat
Magallana gigas,8.8327683333,54.137025,2018-07-21,1,iNat
Magallana gigas,6.8844333333,53.6683583333,2018-06-05,1,iNat
Magallana gigas,8.30163,54.779225,2018-05-26,1,iNat
Magallana gigas,13.70369,45.5897016667,2018-05-07,1,iNat
Magallana gigas,7.4922184442,53.7563094112,2018-03-23,1,iNat
Magallana gigas,6.219291687,53.4698612735,2015-04-15,1,iNat
Magallana gigas,6.2052690983,53.4098516202,2017-07-30,1,iNat
Magallana gigas,8.3050541952,53.446635101,2016-10-08,1,iNat
Magallana gigas,11.90117,57.38848,,1,OBIS
Magallana gigas,8.14742,53.60158,,1,OBIS
Magallana gigas,9.89987,53.53648,,1,OBIS
Magallana gigas,9.95645,53.48608,,1,OBIS
Magallana gigas,11.7693,57.54158,,1,OBIS
Magallana gigas,12.09057,57.25083,,1,OBIS
Magallana gigas,7.887592018991,54.156736444011,,1,OBIS
Magallana gigas,12.09057,57.25083,,1,OBIS
Magallana gigas,11.91564,57.36773,,1,OBIS
Magallana gigas,12.09057,57.25083,,1,OBIS
Magallana gigas,11.94357,57.51535,,1,OBIS
Magallana gigas,9.89987,53.53648,,1,OBIS
Magallana gigas,8.14863,53.60252,,1,OBIS
Magallana gigas,8.7117,53.87175,,1,OBIS
Magallana gigas,8.7117,53.87175,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,8.7043,53.8752,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,12.09612,57.22392,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,8.71775,53.8675,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,11.71735,57.72489,,1,OBIS
Magallana gigas,8.7117,53.87175,,1,OBIS
Magallana gigas,11.612800121307,52.382898330688,,1,OBIS
Magallana gigas,12.09135,57.24807,,1,OBIS
Magallana gigas,9.89902,53.53655,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,8.7117,53.87175,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,11.91743,57.49575,,1,OBIS
Magallana gigas,11.90117,57.38848,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,11.71545,57.72628,,1,OBIS
Magallana gigas,8.14742,53.60158,,1,OBIS
Magallana gigas,11.8879,57.49968,,1,OBIS
Magallana gigas,11.91798,57.625,,1,OBIS
Magallana gigas,12.09057,57.25083,,1,OBIS
Magallana gigas,8.4381,55.0331,,1,OBIS
Magallana gigas,9.95645,53.48608,,1,OBIS
Magallana gigas,9.95632,53.48637,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,9.95632,53.48637,,1,OBIS
Magallana gigas,9.89987,53.53648,,1,OBIS
Magallana gigas,11.91564,57.36773,,1,OBIS
Magallana gigas,9.89902,53.53655,,1,OBIS
Magallana gigas,11.90117,57.38848,,1,OBIS
Magallana gigas,12.09057,57.25083,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,8.14742,53.60158,,1,OBIS
Magallana gigas,6.8091666666667,54.059722222222,,1,OBIS
Magallana gigas,8.14863,53.60252,,1,OBIS
Magallana gigas,9.9001,53.5364,,1,OBIS
Magallana gigas,13.662176,45.547993,,1,OBIS
Magallana gigas,8.71623,53.86843,,1,OBIS
Magallana gigas,11.90117,57.38848,,1,OBIS
Magallana gigas,9.89987,53.53648,,1,OBIS
Magallana gigas,11.91743,57.49575,,1,OBIS
Magallana gigas,11.92829,57.62313,,1,OBIS
Magallana gigas,11.8949,57.48968,,1,OBIS
Magallana gigas,8.14863,53.60252,,1,OBIS
Magallana gigas,11.8879,57.49968,,1,OBIS
Magallana gigas,12.09057,57.25083,,1,OBIS
Magallana gigas,12.09135,57.24807,,1,OBIS
Magallana gigas,8.7043,53.8752,,1,OBIS
Magallana gigas,8.14742,53.60158,,1,OBIS
Magallana gigas,11.91564,57.36773,,1,OBIS
Magallana gigas,8.4205171818027,55.011968685189,,1,OBIS
Magallana gigas,13.51833,45.6275,,1,OBIS
Magallana gigas,8.14742,53.60158,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,11.89615,57.51231,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,12.09135,57.24807,,1,OBIS
Magallana gigas,9.95645,53.48608,,1,OBIS
Magallana gigas,11.74573,57.62069,,1,OBIS
Magallana gigas,11.91564,57.36773,,1,OBIS
Magallana gigas,11.94163,57.51255,,1,OBIS
Magallana gigas,8.4381,55.0331,,1,OBIS
Magallana gigas,8.704865,53.87555,,1,OBIS
Magallana gigas,9.89987,53.53648,,1,OBIS
Magallana gigas,11.94163,57.51255,,1,OBIS
Magallana gigas,8.14885,53.60182,,1,OBIS
Magallana gigas,8.4381,55.0331,,1,OBIS
Magallana gigas,6.8091666666667,54.059722222222,,1,OBIS
Magallana gigas,8.14742,53.60158,,1,OBIS
Magallana gigas,8.71699,53.867965,,1,OBIS
Magallana gigas,11.94177,57.37875,,1,OBIS
Magallana gigas,11.94357,57.51535,,1,OBIS
Magallana gigas,12.09612,57.22392,,1,OBIS
Magallana gigas,8.7117,53.87175,,1,OBIS
Magallana gigas,12.09135,57.24807,,1,OBIS
